9478,-3.146141,-9.237301,-9.725743,0.00545,0.00037,-0.032303,-0.23,-0.23,0.77
9523,-3.112621,-9.20378,-9.720954,-0.000941,0.00037,-0.03257,-0.13,-0.23,1.77
9554,-3.146141,-9.232512,-9.725743,0.004651,0.001302,-0.033235,-0.13,-0.13,1.27
9585,-3.15093,-9.227723,-9.73532,0.00039,0.00037,-0.032969,-0.03,-0.23,0.97
9616,-3.131775,-9.218146,-9.716166,0.004651,-0.000562,-0.032969,-0.03,0.07,0.87
9647,-3.141353,-9.237301,-9.744898,0.002521,0.000237,-0.032836,-0.03,0.47,0.97
9678,-3.122198,-9.208569,-9.730532,0.000923,0.000903,-0.032836,-0.13,0.67,1.07
9729,-3.122198,-9.237301,-9.730532,0.00079,0.000104,-0.032303,-0.13,-0.33,1.07
9759,-3.117409,-9.213358,-9.725743,0.002521,-0.000029,-0.033235,-0.13,0.07,0.97
9790,-3.146141,-9.232512,-9.740108,0.00332,0.00077,-0.033502,-0.13,-0.13,0.97
9820,-3.122198,-9.218146,-9.730532,0.000923,0.000237,-0.03217,0.17,0.07,1.27
9850,-3.15093,-9.237301,-9.744898,0.00332,0.00077,-0.03257,-0.33,-0.03,1.07
9880,-3.126987,-9.20378,-9.701799,0.001056,0.000903,-0.032836,-0.23,0.37,0.67
9922,-3.136564,-9.237301,-9.740108,0.002787,0.000637,-0.032969,-0.33,0.37,1.17
9952,-3.107832,-9.222935,-9.730532,0.001322,0.000637,-0.032969,-0.33,-0.23,1.27
9982,-3.117409,-9.213358,-9.740108,0.002121,0.000503,-0.033102,0.07,-0.03,1.17
10012,-3.126987,-9.218146,-9.706589,0.001322,0.000503,-0.033369,-0.13,0.27,0.87
10042,-3.131775,-9.222935,-9.73532,0.002121,-0.000162,-0.032836,-0.03,-0.13,1.07
10072,-3.131775,-9.218146,-9.725743,-0.000675,0.001302,-0.033502,-0.13,0.07,0.97
10102,-3.117409,-9.222935,-9.730532,0.001722,0.000503,-0.033369,0.17,-0.43,1.07
10166,-3.126987,-9.170259,-9.562929,0.000124,-0.000296,-0.033102,0.17,-0.43,1.07
10196,-3.117409,-9.27561,-9.907711,0.00079,0.000903,-0.03257,-0.03,0.37,0.77
10226,-3.136564,-9.218146,-9.73532,0.002388,0.000503,-0.032969,-0.23,-0.13,0.77
10256,-3.136564,-9.213358,-9.682645,-0.001208,0.001036,-0.032303,-0.03,-0.13,1.07
10286,-3.112621,-9.237301,-9.811938,0.00079,0.001702,-0.03217,-0.03,-0.43,0.97
10316,-3.146141,-9.285188,-10.003485,0.002521,0.000503,-0.032037,-0.03,-0.33,0.87
10360,-3.112621,-9.103219,-9.462367,-0.002673,-0.001228,-0.03257,-0.13,0.07,0.77
10392,-3.146141,-9.309131,-9.855037,0.006516,0.001036,-0.032703,0.07,-0.03,0.87
10424,-3.160507,-9.285188,-9.902923,0.002254,0.000104,-0.03257,-0.03,-0.33,1.07
10456,-3.107832,-9.175049,-9.62997,0.003586,0.000637,-0.033768,-0.53,-0.13,1.07
10488,-3.131775,-9.232512,-9.720954,0.003453,0.000104,-0.032703,-0.13,-0.03,1.07
10520,-3.136564,-9.232512,-9.73532,0.001589,0.001169,-0.033768,0.17,-0.13,0.77
10564,-3.103044,-9.218146,-9.716166,0.001855,0.000637,-0.032836,-0.13,-0.33,0.97
10607,-3.141353,-9.184626,-9.749686,-0.001474,-0.000429,-0.031371,0.07,-0.33,1.17
10639,-3.15093,-9.289976,-9.797572,0.00838,0.000237,-0.032037,-0.13,0.37,0.47
10671,-3.103044,-9.170259,-9.759263,-0.000675,0.000237,-0.032037,-0.03,-0.13,0.97
10703,-3.198817,-9.222935,-9.692223,0.011309,0.000237,-0.032836,0.07,0.07,0.87
10735,-3.059946,-9.222935,-9.716166,-0.003738,0.001435,-0.03257,-0.03,0.07,1.17
10767,-3.103044,-9.242089,-9.744898,0.004918,0.000903,-0.032836,-0.23,-0.13,1.07
10811,-3.141353,-9.242089,-9.716166,0.006382,0.001169,-0.033369,-0.33,0.07,0.77
10843,-3.170084,-9.261244,-9.744898,0.003852,0.000237,-0.032836,0.07,-0.23,1.07
10875,-3.098255,-9.184626,-9.744898,-0.000409,0.000237,-0.033102,0.07,0.07,1.47
10907,-3.179662,-9.198992,-9.711377,0.003985,0.000104,-0.033502,-0.13,-0.23,0.67
10939,-3.088678,-9.242089,-9.73532,0.004252,0.000503,-0.031904,0.17,-0.13,1.07
10971,-3.112621,-9.198992,-9.725743,-0.000276,0.000637,-0.033235,0.47,-0.23,1.27
11015,-3.170084,-9.227723,-9.730532,0.002121,0.001036,-0.033235,-0.13,-0.13,0.97
11047,-3.112621,-9.242089,-9.706589,0.003053,0.001036,-0.033235,0.27,-0.23,1.07
11079,-3.117409,-9.20378,-9.73532,-0.002939,0.00077,-0.033102,-0.03,-0.23,1.07
11111,-3.170084,-9.232512,-9.73532,0.003985,0.001435,-0.032303,0.07,0.17,1.07
11143,-3.141353,-9.242089,-9.711377,0.002787,0.001302,-0.031904,-0.33,0.07,1.07
11175,-3.117409,-9.20378,-9.749686,-0.000675,-0.000029,-0.032703,0.07,-0.43,0.97
11219,-3.160507,-9.218146,-9.720954,0.001722,0.000104,-0.033235,-0.03,-0.03,1.07
11251,-3.098255,-9.251667,-9.701799,0.00332,0.000503,-0.033102,-0.23,-0.73,1.27
11283,-3.146141,-9.222935,-9.749686,0.000124,-0.000029,-0.033102,0.47,0.07,1.17
11315,-3.155719,-9.227723,-9.744898,0.002654,0.001968,-0.03217,-0.03,-0.03,0.97
11347,-3.107832,-9.20378,-9.740108,0.000656,0.001169,-0.031638,-0.03,-0.53,0.97
11379,-3.15093,-9.266033,-9.730532,0.005184,0.000637,-0.03257,0.07,-0.13,1.17
11411,-3.117409,-9.175049,-9.730532,-0.005602,0.000637,-0.031504,-0.03,0.57,0.97
11455,-3.112621,-9.251667,-9.749686,0.006782,0.000237,-0.032836,0.07,-0.03,0.87
11487,-3.165296,-9.246878,-9.706589,-0.001474,0.001036,-0.03257,-0.13,0.07,0.87
11519,-3.141353,-9.213358,-9.73532,0.000523,0.000637,-0.032037,-0.03,-0.03,1.07
11551,-3.093466,-9.237301,-9.749686,0.003985,0.000104,-0.032836,0.27,0.07,1.37
11583,-3.184451,-9.266033,-9.754475,0.00545,0.000503,-0.033768,-0.03,-0.23,0.97
11615,-3.069523,-9.175049,-9.701799,-0.001075,0.00077,-0.031504,0.07,-0.13,1.27
11659,-3.174873,-9.227723,-9.706589,0.000257,-0.000429,-0.032969,0.07,-0.13,0.87
11691,-3.155719,-9.256455,-9.754475,0.007314,0.001169,-0.033102,0.07,0.07,1.17
11731,-3.064734,-9.175049,-9.725743,-0.00427,0.000637,-0.03217,0.07,-0.03,1.27
11763,-3.131775,-9.218146,-9.720954,0.004252,0.00037,-0.032303,0.07,-0.23,0.77
11795,-3.15093,-9.242089,-9.73532,-0.001075,0.001036,-0.032436,-0.23,-0.03,0.77
11827,-3.040791,-9.155894,-9.716166,-0.005469,-0.000162,-0.032303,-0.33,-0.03,0.87
11871,-3.160507,-9.242089,-9.725743,-0.001075,-0.000162,-0.032436,0.17,0.07,1.07
11903,-3.117409,-9.208569,-9.725743,0.00079,-0.000162,-0.032703,0.07,0.07,1.07
11935,-3.122198,-9.198992,-9.754475,-0.000009,-0.000695,-0.033235,0.27,-0.33,1.27
11967,-3.155719,-9.189414,-9.73532,-0.000542,-0.000162,-0.032436,-0.13,-0.53,1.07
11999,-3.126987,-9.251667,-9.740108,0.005051,0.001835,-0.032969,0.07,-0.33,1.17
12031,-3.131775,-9.165471,-9.692223,-0.00427,0.001036,-0.032436,-0.23,-0.13,0.77
12063,-3.117409,-9.151105,-9.730532,0.000523,0.000637,-0.032703,-0.13,0.57,0.77
12107,-3.136564,-9.280398,-9.764052,0.006249,0.000903,-0.032836,-0.33,0.37,1.37
12139,-3.122198,-9.146317,-9.701799,-0.00467,0.000503,-0.03217,0.27,-0.13,0.87
12171,-3.131775,-9.285188,-9.740108,0.009445,0.001569,-0.033369,-0.13,-0.03,1.07
12203,-3.136564,-9.261244,-9.754475,-0.000409,0.000903,-0.033102,-0.03,-0.03,1.07
12235,-3.146141,-9.20378,-9.720954,0.002787,0.00077,-0.032969,0.07,-0.33,1.17
12267,-3.165296,-9.246878,-9.754475,0.006249,0.001302,-0.032969,0.07,-0.03,0.87
12311,-3.141353,-9.256455,-9.730532,0.005317,0.000637,-0.03257,0.07,-0.53,1.17
12343,-3.160507,-9.261244,-9.740108,0.003053,0.001302,-0.032703,-0.13,-0.13,1.27
12375,-3.093466,-9.184626,-9.720954,-0.001607,0.00077,-0.03257,0.07,0.37,1.07
12408,-3.15093,-9.280398,-9.706589,0.003985,0.001302,-0.032836,-0.23,-0.03,1.07
12440,-3.146141,-9.213358,-9.764052,-0.004537,0.000503,-0.032969,-0.13,-0.33,1.47
12472,-3.131775,-9.242089,-9.720954,0.007448,0.001036,-0.03217,0.07,-0.23,0.97
12516,-3.098255,-9.189414,-9.701799,-0.00427,0.000104,-0.03217,0.07,-0.53,1.37
12548,-3.160507,-9.280398,-9.749686,0.006382,0.001569,-0.03257,0.47,-0.03,0.77
12580,-3.126987,-9.198992,-9.725743,-0.005203,0.000503,-0.03257,-0.23,0.27,1.07
